scope,slice_type,run_id,condition,difficulty,correct_key,item_count
dual_reviewed,by_condition_difficulty,*,haiku/local,easy,A,7
dual_reviewed,by_condition_difficulty,*,haiku/local,easy,B,20
dual_reviewed,by_condition_difficulty,*,haiku/local,easy,C,11
dual_reviewed,by_condition_difficulty,*,haiku/local,easy,D,8
dual_reviewed,by_condition_difficulty,*,haiku/local,easy,MULTI,4
dual_reviewed,by_condition_difficulty,*,haiku/local,hard,A,8
dual_reviewed,by_condition_difficulty,*,haiku/local,hard,B,18
dual_reviewed,by_condition_difficulty,*,haiku/local,hard,C,15
dual_reviewed,by_condition_difficulty,*,haiku/local,hard,D,9
dual_reviewed,by_condition_difficulty,*,haiku/local,medium,A,8
dual_reviewed,by_condition_difficulty,*,haiku/local,medium,B,25
dual_reviewed,by_condition_difficulty,*,haiku/local,medium,C,9
dual_reviewed,by_condition_difficulty,*,haiku/local,medium,D,8
dual_reviewed,by_condition_difficulty,*,local/haiku,,UNKNOWN,1
dual_reviewed,by_condition_difficulty,*,local/haiku,easy,A,4
dual_reviewed,by_condition_difficulty,*,local/haiku,easy,B,26
dual_reviewed,by_condition_difficulty,*,local/haiku,easy,C,13
dual_reviewed,by_condition_difficulty,*,local/haiku,easy,D,3
dual_reviewed,by_condition_difficulty,*,local/haiku,easy,MULTI,4
dual_reviewed,by_condition_difficulty,*,local/haiku,hard,A,8
dual_reviewed,by_condition_difficulty,*,local/haiku,hard,B,21
dual_reviewed,by_condition_difficulty,*,local/haiku,hard,C,10
dual_reviewed,by_condition_difficulty,*,local/haiku,hard,D,9
dual_reviewed,by_condition_difficulty,*,local/haiku,hard,MULTI,1
dual_reviewed,by_condition_difficulty,*,local/haiku,medium,A,9
dual_reviewed,by_condition_difficulty,*,local/haiku,medium,B,26
dual_reviewed,by_condition_difficulty,*,local/haiku,medium,C,6
dual_reviewed,by_condition_difficulty,*,local/haiku,medium,D,9
dual_reviewed,by_condition_difficulty,*,local/local,,UNKNOWN,1
dual_reviewed,by_condition_difficulty,*,local/local,easy,A,9
dual_reviewed,by_condition_difficulty,*,local/local,easy,B,25
dual_reviewed,by_condition_difficulty,*,local/local,easy,C,4
dual_reviewed,by_condition_difficulty,*,local/local,easy,D,3
dual_reviewed,by_condition_difficulty,*,local/local,easy,MULTI,9
dual_reviewed,by_condition_difficulty,*,local/local,hard,A,10
dual_reviewed,by_condition_difficulty,*,local/local,hard,B,21
dual_reviewed,by_condition_difficulty,*,local/local,hard,C,12
dual_reviewed,by_condition_difficulty,*,local/local,hard,D,5
dual_reviewed,by_condition_difficulty,*,local/local,hard,MULTI,2
dual_reviewed,by_condition_difficulty,*,local/local,medium,A,11
dual_reviewed,by_condition_difficulty,*,local/local,medium,B,19
dual_reviewed,by_condition_difficulty,*,local/local,medium,C,12
dual_reviewed,by_condition_difficulty,*,local/local,medium,D,6
dual_reviewed,by_condition_difficulty,*,local/local,medium,MULTI,1
dual_reviewed,by_run,20260330_003121Z_local_local,*,*,A,9
dual_reviewed,by_run,20260330_003121Z_local_local,*,*,B,25
dual_reviewed,by_run,20260330_003121Z_local_local,*,*,C,4
dual_reviewed,by_run,20260330_003121Z_local_local,*,*,D,3
dual_reviewed,by_run,20260330_003121Z_local_local,*,*,MULTI,9
dual_reviewed,by_run,20260330_030124Z_local_local,*,*,A,11
dual_reviewed,by_run,20260330_030124Z_local_local,*,*,B,19
dual_reviewed,by_run,20260330_030124Z_local_local,*,*,C,12
dual_reviewed,by_run,20260330_030124Z_local_local,*,*,D,6
dual_reviewed,by_run,20260330_030124Z_local_local,*,*,MULTI,1
dual_reviewed,by_run,20260330_030124Z_local_local,*,*,UNKNOWN,1
dual_reviewed,by_run,20260330_042518Z_local_local,*,*,A,10
dual_reviewed,by_run,20260330_042518Z_local_local,*,*,B,21
dual_reviewed,by_run,20260330_042518Z_local_local,*,*,C,12
dual_reviewed,by_run,20260330_042518Z_local_local,*,*,D,5
dual_reviewed,by_run,20260330_042518Z_local_local,*,*,MULTI,2
dual_reviewed,by_run,20260330_055848Z_local_haiku,*,*,A,4
dual_reviewed,by_run,20260330_055848Z_local_haiku,*,*,B,26
dual_reviewed,by_run,20260330_055848Z_local_haiku,*,*,C,13
dual_reviewed,by_run,20260330_055848Z_local_haiku,*,*,D,3
dual_reviewed,by_run,20260330_055848Z_local_haiku,*,*,MULTI,4
dual_reviewed,by_run,20260330_072114Z_local_haiku,*,*,A,9
dual_reviewed,by_run,20260330_072114Z_local_haiku,*,*,B,26
dual_reviewed,by_run,20260330_072114Z_local_haiku,*,*,C,6
dual_reviewed,by_run,20260330_072114Z_local_haiku,*,*,D,9
dual_reviewed,by_run,20260330_084853Z_local_haiku,*,*,A,8
dual_reviewed,by_run,20260330_084853Z_local_haiku,*,*,B,21
dual_reviewed,by_run,20260330_084853Z_local_haiku,*,*,C,10
dual_reviewed,by_run,20260330_084853Z_local_haiku,*,*,D,9
dual_reviewed,by_run,20260330_084853Z_local_haiku,*,*,MULTI,1
dual_reviewed,by_run,20260330_084853Z_local_haiku,*,*,UNKNOWN,1
dual_reviewed,by_run,20260330_103241Z_haiku_local,*,*,A,7
dual_reviewed,by_run,20260330_103241Z_haiku_local,*,*,B,20
dual_reviewed,by_run,20260330_103241Z_haiku_local,*,*,C,11
dual_reviewed,by_run,20260330_103241Z_haiku_local,*,*,D,8
dual_reviewed,by_run,20260330_103241Z_haiku_local,*,*,MULTI,4
dual_reviewed,by_run,20260330_115342Z_haiku_local,*,*,A,8
dual_reviewed,by_run,20260330_115342Z_haiku_local,*,*,B,25
dual_reviewed,by_run,20260330_115342Z_haiku_local,*,*,C,9
dual_reviewed,by_run,20260330_115342Z_haiku_local,*,*,D,8
dual_reviewed,by_run,20260330_132022Z_haiku_local,*,*,A,8
dual_reviewed,by_run,20260330_132022Z_haiku_local,*,*,B,18
dual_reviewed,by_run,20260330_132022Z_haiku_local,*,*,C,15
dual_reviewed,by_run,20260330_132022Z_haiku_local,*,*,D,9
dual_reviewed,by_run,20260330_150022Z_haiku_haiku,*,*,A,7
dual_reviewed,by_run,20260330_150022Z_haiku_haiku,*,*,B,28
dual_reviewed,by_run,20260330_150022Z_haiku_haiku,*,*,C,5
dual_reviewed,by_run,20260330_150022Z_haiku_haiku,*,*,D,5
dual_reviewed,by_run,20260330_150022Z_haiku_haiku,*,*,MULTI,5
dual_reviewed,by_run,20260330_163416Z_haiku_haiku,*,*,A,7
dual_reviewed,by_run,20260330_163416Z_haiku_haiku,*,*,B,18
dual_reviewed,by_run,20260330_163416Z_haiku_haiku,*,*,C,15
dual_reviewed,by_run,20260330_163416Z_haiku_haiku,*,*,D,9
dual_reviewed,by_run,20260330_163416Z_haiku_haiku,*,*,MULTI,1
dual_reviewed,by_run,20260330_181938Z_haiku_haiku,*,*,A,7
dual_reviewed,by_run,20260330_181938Z_haiku_haiku,*,*,B,16
dual_reviewed,by_run,20260330_181938Z_haiku_haiku,*,*,C,17
dual_reviewed,by_run,20260330_181938Z_haiku_haiku,*,*,D,7
dual_reviewed,by_run,20260330_181938Z_haiku_haiku,*,*,MULTI,2
dual_reviewed,by_run,20260330_181938Z_haiku_haiku,*,*,UNKNOWN,1
dual_reviewed,by_run,gpt-baseline-easy,*,*,A,39
dual_reviewed,by_run,gpt-baseline-easy,*,*,B,55
dual_reviewed,by_run,gpt-baseline-easy,*,*,C,56
dual_reviewed,by_run,gpt-baseline-easy,*,*,D,50
dual_reviewed,by_run,gpt-baseline-hard,*,*,A,54
dual_reviewed,by_run,gpt-baseline-hard,*,*,B,41
dual_reviewed,by_run,gpt-baseline-hard,*,*,C,61
dual_reviewed,by_run,gpt-baseline-hard,*,*,D,44
dual_reviewed,by_run,gpt-baseline-medium,*,*,A,53
dual_reviewed,by_run,gpt-baseline-medium,*,*,B,38
dual_reviewed,by_run,gpt-baseline-medium,*,*,C,57
dual_reviewed,by_run,gpt-baseline-medium,*,*,D,52
dual_reviewed,by_run_condition_difficulty,20260330_003121Z_local_local,local/local,easy,A,9
dual_reviewed,by_run_condition_difficulty,20260330_003121Z_local_local,local/local,easy,B,25
dual_reviewed,by_run_condition_difficulty,20260330_003121Z_local_local,local/local,easy,C,4
dual_reviewed,by_run_condition_difficulty,20260330_003121Z_local_local,local/local,easy,D,3
dual_reviewed,by_run_condition_difficulty,20260330_003121Z_local_local,local/local,easy,MULTI,9
dual_reviewed,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,,UNKNOWN,1
dual_reviewed,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,medium,A,11
dual_reviewed,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,medium,B,19
dual_reviewed,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,medium,C,12
dual_reviewed,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,medium,D,6
dual_reviewed,by_run_condition_difficulty,20260330_030124Z_local_local,local/local,medium,MULTI,1
dual_reviewed,by_run_condition_difficulty,20260330_042518Z_local_local,local/local,hard,A,10
dual_reviewed,by_run_condition_difficulty,20260330_042518Z_local_local,local/local,hard,B,21
dual_reviewed,by_run_condition_difficulty,20260330_042518Z_local_local,local/local,hard,C,12
dual_reviewed,by_run_condition_difficulty,20260330_042518Z_local_local,local/local,hard,D,5
dual_reviewed,by_run_condition_difficulty,20260330_042518Z_local_local,local/local,hard,MULTI,2
dual_reviewed,by_run_condition_difficulty,20260330_055848Z_local_haiku,local/haiku,easy,A,4
dual_reviewed,by_run_condition_difficulty,20260330_055848Z_local_haiku,local/haiku,easy,B,26
dual_reviewed,by_run_condition_difficulty,20260330_055848Z_local_haiku,local/haiku,easy,C,13
dual_reviewed,by_run_condition_difficulty,20260330_055848Z_local_haiku,local/haiku,easy,D,3
dual_reviewed,by_run_condition_difficulty,20260330_055848Z_local_haiku,local/haiku,easy,MULTI,4
dual_reviewed,by_run_condition_difficulty,20260330_072114Z_local_haiku,local/haiku,medium,A,9
dual_reviewed,by_run_condition_difficulty,20260330_072114Z_local_haiku,local/haiku,medium,B,26
dual_reviewed,by_run_condition_difficulty,20260330_072114Z_local_haiku,local/haiku,medium,C,6
dual_reviewed,by_run_condition_difficulty,20260330_072114Z_local_haiku,local/haiku,medium,D,9
dual_reviewed,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,,UNKNOWN,1
dual_reviewed,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,hard,A,8
dual_reviewed,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,hard,B,21
dual_reviewed,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,hard,C,10
dual_reviewed,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,hard,D,9
dual_reviewed,by_run_condition_difficulty,20260330_084853Z_local_haiku,local/haiku,hard,MULTI,1
dual_reviewed,by_run_condition_difficulty,20260330_103241Z_haiku_local,haiku/local,easy,A,7
dual_reviewed,by_run_condition_difficulty,20260330_103241Z_haiku_local,haiku/local,easy,B,20
dual_reviewed,by_run_condition_difficulty,20260330_103241Z_haiku_local,haiku/local,easy,C,11
dual_reviewed,by_run_condition_difficulty,20260330_103241Z_haiku_local,haiku/local,easy,D,8
dual_reviewed,by_run_condition_difficulty,20260330_103241Z_haiku_local,haiku/local,easy,MULTI,4
dual_reviewed,by_run_condition_difficulty,20260330_115342Z_haiku_local,haiku/local,medium,A,8
dual_reviewed,by_run_condition_difficulty,20260330_115342Z_haiku_local,haiku/local,medium,B,25
dual_reviewed,by_run_condition_difficulty,20260330_115342Z_haiku_local,haiku/local,medium,C,9
dual_reviewed,by_run_condition_difficulty,20260330_115342Z_haiku_local,haiku/local,medium,D,8
dual_reviewed,by_run_condition_difficulty,20260330_132022Z_haiku_local,haiku/local,hard,A,8
dual_reviewed,by_run_condition_difficulty,20260330_132022Z_haiku_local,haiku/local,hard,B,18
dual_reviewed,by_run_condition_difficulty,20260330_132022Z_haiku_local,haiku/local,hard,C,15
dual_reviewed,by_run_condition_difficulty,20260330_132022Z_haiku_local,haiku/local,hard,D,9
dual_reviewed,by_run_condition_difficulty,20260330_150022Z_haiku_haiku,haiku/haiku,easy,A,7
dual_reviewed,by_run_condition_difficulty,20260330_150022Z_haiku_haiku,haiku/haiku,easy,B,28
dual_reviewed,by_run_condition_difficulty,20260330_150022Z_haiku_haiku,haiku/haiku,easy,C,5
dual_reviewed,by_run_condition_difficulty,20260330_150022Z_haiku_haiku,haiku/haiku,easy,D,5
dual_reviewed,by_run_condition_difficulty,20260330_150022Z_haiku_haiku,haiku/haiku,easy,MULTI,5
dual_reviewed,by_run_condition_difficulty,20260330_163416Z_haiku_haiku,haiku/haiku,medium,A,7
dual_reviewed,by_run_condition_difficulty,20260330_163416Z_haiku_haiku,haiku/haiku,medium,B,18
dual_reviewed,by_run_condition_difficulty,20260330_163416Z_haiku_haiku,haiku/haiku,medium,C,15
dual_reviewed,by_run_condition_difficulty,20260330_163416Z_haiku_haiku,haiku/haiku,medium,D,9
dual_reviewed,by_run_condition_difficulty,20260330_163416Z_haiku_haiku,haiku/haiku,medium,MULTI,1
dual_reviewed,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,,UNKNOWN,1
dual_reviewed,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,hard,A,7
dual_reviewed,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,hard,B,16
dual_reviewed,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,hard,C,17
dual_reviewed,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,hard,D,7
dual_reviewed,by_run_condition_difficulty,20260330_181938Z_haiku_haiku,haiku/haiku,hard,MULTI,2
dual_reviewed,by_run_condition_difficulty,gpt-baseline-easy,gpt/baseline,easy,A,39
dual_reviewed,by_run_condition_difficulty,gpt-baseline-easy,gpt/baseline,easy,B,55
dual_reviewed,by_run_condition_difficulty,gpt-baseline-easy,gpt/baseline,easy,C,56
dual_reviewed,by_run_condition_difficulty,gpt-baseline-easy,gpt/baseline,easy,D,50
dual_reviewed,by_run_condition_difficulty,gpt-baseline-hard,gpt/baseline,hard,A,54
dual_reviewed,by_run_condition_difficulty,gpt-baseline-hard,gpt/baseline,hard,B,41
dual_reviewed,by_run_condition_difficulty,gpt-baseline-hard,gpt/baseline,hard,C,61
dual_reviewed,by_run_condition_difficulty,gpt-baseline-hard,gpt/baseline,hard,D,44
dual_reviewed,by_run_condition_difficulty,gpt-baseline-medium,gpt/baseline,medium,A,53
dual_reviewed,by_run_condition_difficulty,gpt-baseline-medium,gpt/baseline,medium,B,38
dual_reviewed,by_run_condition_difficulty,gpt-baseline-medium,gpt/baseline,medium,C,57
dual_reviewed,by_run_condition_difficulty,gpt-baseline-medium,gpt/baseline,medium,D,52
